the bandage was wound around the wound to stop the bleeding	ðə ˈbændɪdʒ wəz waʊnd əˈraʊnd ðə wuːnd tə stɒp ðə ˈbliːdɪŋ
the content writer felt content after finishing the article	ðə ˈkɒntɛnt ˈraɪtər fɛlt ˈkɒntɛnt ˈɑːftər ˈfɪnɪʃɪŋ ðə ˈɑːtɪkl
the content of the letter made her feel content	ðə ˈkɒntɛnt əv ðə ˈlɛtər meɪd hɜːr ˈfiːlɪŋ kənˈtɛnt
the content of the letter made her feel content	ðə ˈkɒntɛnt əv ðə ˈlɛtər meɪd hɜːr fiːl kənˈtɛnt
the content of the story left her feeling content	ðə ˈkɒntɛnt əv ðə ˈstɔːri lɛft hɜːr ˈfiːlɪŋ kənˈtɛnt
the content of the book left her feeling content	ðə ˈkɒntɛnt əv ðə bʊk lɛft hɜːr ˈfiːlɪŋ kənˈtɛnt
the content of the film made her feel content	ðə ˈkɒntɛnt əv ðə fɪlm meɪd hɜːr fiːl kənˈtɛnt
the content of the speech made her feel content	ðə ˈkɒntɛnt əv ðə spiːtʃ meɪd hɜːr ˈfiːlɪŋ kənˈtɛnt
the content of the speech made her feel content	ðə ˈkɒntɛnt əv ðə spiːtʃ meɪd hɜːr ˈfiːlɪŋ kənˈtɛnt
the content of the speech made her feel content	ðə ˈkɒntɛnt əv ðə spiːtʃ meɪd hɜːr fiːl kənˈtɛnt
the content creator felt content with her latest video	ðə ˈkɒntɛnt kriˈeɪtə fɛlt ˈkɒntɛnt wɪð hɜːr ˈleɪtɪst ˈvɪdɪəʊ
the contract was hard to read but they had to contract the work	ðə ˈkɒntrækt wəz hɑːrd tə riːd bət ðeɪ hæd tə kənˈtrækt ðə wɜːrk
the minute details were too minute to notice	ðə ˈmɪnɪt ˈdɪteɪlz wɜːr tuː maɪˈnjuːt tə ˈnəʊtɪs
the minute details were too minute for the naked eye	ðə ˈmɪnɪt dɪˈteɪlz wɜːr tuː ˈmɪnɪt fɔː ðə ˈneɪkɪd aɪ
the minute adjustment made only a minute difference	ðə ˈmɪnɪt əˈdʒʌstmənt meɪd ˈəʊnli ə ˈmɪnɪt ˈdɪfrəns
the minute adjustment made a minute difference in the result	ðə ˈmɪnɪt əˈdʒʌstmənt meɪd ə ˈmɪnɪt ˈdɪfrəns ɪn ðə rɪˈzʌlt
the minute adjustment made a minute improvement	ðə ˈmɪnɪt əˈdʒʌstmənt meɪd ə ˈmɪnɪt ɪmˈpruːvmənt
the minute hand moved a minute amount on the clock	ðə ˈmɪnɪt hænd muːvd ə ˈmɪnɪt əˈmaʊnt ɒn ðə klɒk
the minute change had a minute impact on the outcome	ðə ˈmɪnɪt tʃeɪndʒ hæd ə ˈmɪnɪt ˈɪmpækt ɒn ði ˈaʊtkʌm
the minute change had a minute influence on the outcome	ðə ˈmɪnɪt tʃeɪndʒ hæd ə ˈmɪnɪt ˈɪnfluəns ɒn ði ˈaʊtkʌm
the minute change had a minute effect on the results	ðə ˈmɪnɪt tʃeɪndʒ hæd ə ˈmɪnɪt ɪˈfɛkt ɒn ðə rɪˈzʌlts
the polish artist used polish to complete the artwork	ðə ˈpəʊlɪʃ ˈɑːtɪsən juːzd ˈpəʊlɪʃ tə kəmˈpliːt ði ˈɑːtwɜːk
the polish artist used polish to finish his sculpture	ðə ˈpəʊlɪʃ ˈɑːtɪst juːzd ˈpəʊlɪʃ tə ˈfɪnɪʃ hɪz ˈskʌlptʃər
the polish artist used polish to complete the artwork	ðə ˈpəʊlɪʃ ˈɑːtɪst juːzd ˈpəʊlɪʃ tə kəmˈpliːt ðə ˈɑːtwɜːk
the polish artist used polish to complete the artwork	ðə ˈpəʊlɪʃ ˈɑːtɪst juːzd ˈpəʊlɪʃ tə kəmˈpliːt ðə ˈɑːtwɜːrk
the polish artisan used polish to finish the masterpiece	ðə ˈpəʊlɪʃ ˈɑːtɪzæn juːzd ˈpəʊlɪʃ tə ˈfɪnɪʃ ðə ˈmɑːstərpiːs
the polish artisan used polish to finish the sculpture	ðə ˈpəʊlɪʃ ˈɑːtɪzæn juːzd ˈpəʊlɪʃ tə ˈfɪnɪʃ ðə ˈskʌlptʃər
the polish artisan used polish to finish the sculpture	ðə ˈpəʊlɪʃ ˈɑːtɪzən juːzd ˈpəʊlɪʃ tə ˈfɪnɪʃ ðə ˈskʌlptʃər
the polish craftsman used polish to shine the metal	ðə ˈpəʊlɪʃ ˈkrɑːftsmən juːzd ˈpəʊlɪʃ tə ʃaɪn ðə ˈmɛtl
the polish worker applied polish to the wooden table	ðə ˈpəʊlɪʃ ˈwɜːrkər əˈplaɪd ˈpəʊlɪʃ tə ðə ˈwʊdən ˈteɪbəl
the polish worker applied polish to the wooden surface	ðə ˈpəʊlɪʃ ˈwɜːrkər əˈplaɪd ˈpəʊlɪʃ tə ðə ˈwʊdn ˈsɜːfɪs
the polish worker applied polish to the wooden surface	ðə ˈpəʊlɪʃ ˈwɜːrkər əˈplaɪd ˈpəʊlɪʃ tə ðə ˈwʊdn ˈsɜːrfɪs
the polish chef used polish to clean the silverware	ðə ˈpəʊlɪʃ ʃɛf juːzd ˈpəʊlɪʃ tə kliːn ðə ˈsɪlvəweər
the polish man used polish to shine his shoes	ðə ˈpoʊlɪʃ mæn juːzd pəˈlɪʃ tə ʃaɪn hɪz ʃuːz
the present moment was the best present she could ask for	ðə ˈprɛzənt ˈməʊmənt wəz ðə bɛst ˈprɛzənt ʃi kəd æsk fɔːr
the present was a present she would never forget	ðə ˈprɛzənt wəz ə ˈprɛzənt ʃi wʊd ˈnɛvər fərˈɡɛt
the refuse collector had to refuse the dangerous waste	ðə ˈrɛfjuːs kəˈlɛktər hæd tə rɪˈfjuːz ðə ˈdeɪndʒərəs weɪst
the refuse collector had to refuse the oversized item	ðə ˈrɛfjuːs kəˈlɛktər hæd tə rɪˈfjuːz ðə ˈəʊvəsaɪzd ˈaɪtəm
the refuse collector had to refuse the hazardous waste	ðə ˈrɛfjuːs kəˈlɛktər hæd tə rɪˈfjuːz ðə ˈhæzədəs weɪst
the refuse collector had to refuse the toxic waste	ðə ˈrɛfjuːs kəˈlɛktər hæd tə rɪˈfjuːz ðə ˈtɒksɪk weɪst
the refuse pile was too large for the refuse truck to handle	ðə ˈrɛfjuːs paɪl wəz tuː lɑːdʒ fɔː ðə ˈrɛfjuːs trʌk tə ˈhændl
the refuse truck could not handle the refuse load	ðə ˈrɛfjuːs trʌk kʊd nɒt ˈhændəl ðə ˈrɛfjuːs ləʊd
the refuse truck could not handle the refuse load	ðə ˈrɛfjuːs trʌk kʊd nɒt ˈhændl ðə ˈrɛfjuːs loʊd
the refuse truck could not collect the refuse heap	ðə ˈrɛfjuːs trʌk kʊd nɒt kəˈlɛkt ðə ˈrɛfjuːs hiːp
the refuse truck could not collect the refuse pile	ðə ˈrɛfjuːs trʌk kʊd nɒt kəˈlɛkt ðə ˈrɛfjuːs paɪl
the refuse collector had to refuse the extra trash	ðə ˈrɛfjuːz kəˈlɛktər hæd tə rɪˈfjuːz ðə ˈɛkstrə træʃ
the rowers had a row about who would row first	ðə ˈroʊərz hæd ə raʊ əˈbaʊt huː wʊd roʊ fɜːrst
the soldier decided to desert his post in the desert	ðə ˈsəʊldʒər dɪˈsaɪdɪd tə dɪˈzɜːt hɪz pəʊst ɪn ðə ˈdɛzət
the sewer system was fixed near the old sewer	ðə ˈsuːər ˈsɪstəm wəz fɪkst nɪə ði oʊld ˈsuːər
the sewer system was fixed near the old sewer	ðə ˈsuːər ˈsɪstəm wəz fɪkst nɪər ði oʊld ˈsuːər
the sewer system was clogged near the old sewer	ðə ˈsuːər ˈsɪstəm wəz klɒɡd nɪər ði oʊld ˈsuːər
the sewer system was cleared near the old sewer	ðə ˈsuːər ˈsɪstəm wəz klɪəd nɪə ði oʊld ˈsuːər
the sewer system was cleared near the old sewer	ðə ˈsuːər ˈsɪstəm wəz klɪəd nɪər ði oʊld ˈsuːər
the sewer worker repaired the sewer near the old sewer	ðə ˈsuːər ˈwɜːrkər rɪˈpeəd ðə ˈsuːər nɪər ðə oʊld ˈsuːər
the sewer found a clog in the sewer line	ðə ˈsuːər faʊnd ə klɒɡ ɪn ðə ˈsuːər laɪn
the sewer repair was done near the old sewer line	ðə ˈsuːər rɪˈpeə wəz dʌn nɪə ði oʊld ˈsuːər laɪn
the sewer repair was completed near the old sewer	ðə ˈsuːər rɪˈpeə wəz kəmˈpliːtɪd nɪə ði oʊld ˈsuːər
the bow on the dress matched the bow of the cello	ðə baʊ ɒn ðə drɛs mætʃt ðə baʊ əv ðə ˈtʃɛləʊ
the bow on the dress matched the bow of the violin	ðə baʊ ɒn ðə drɛs mætʃt ðə baʊ əv ðə vaɪəˈlɪn
the bow on the gift matched the bow of the violin	ðə baʊ ɒn ðə ɡɪft mætʃt ðə baʊ ɒv ðə vaɪəˈlɪn
the bow on the gift matched the bow of the instrument	ðə baʊ ɒn ðə ɡɪft mætʃt ðə baʊ əv ðə ˈɪnstrʊmənt
the bow on the gift matched the bow of the instrument	ðə baʊ ɒn ðə ɡɪft mætʃt ðə baʊ əv ði ˈɪnstrəmənt
the bow on the gift matched the bow of the instrument	ðə baʊ ɒn ðə ɡɪft mætʃt ðə baʊ əv ði ˈɪnstrʊmənt
the bow of the boat was tied with a large bow	ðə baʊ əv ðə bəʊt wəz taɪd wɪð ə lɑːdʒ baʊ
the bow of the ship was decorated with a large bow	ðə baʊ əv ðə ʃɪp wəz ˈdɛkəreɪtɪd wɪð ə lɑːdʒ baʊ
the bow of the ship was adorned with a large bow	ðə baʊ əv ðə ʃɪp wəz əˈdɔːnd wɪð ə lɑːdʒ baʊ
the bow tied around the bow of the ship looked elegant	ðə baʊ taɪd əˈraʊnd ðə baʊ əv ðə ʃɪp lʊkt ˈɛlɪɡənt
the bass player admired the bass he caught earlier	ðə beɪs ˈpleɪər ədˈmaɪərd ðə bæs hi kɔːt ˈɜːrlɪər
the bass player caught a bass in the lake	ðə beɪs ˈpleɪər kɔːt ə bæs ɪn ðə leɪk
the bass player was happy to catch a bass fish	ðə beɪs ˈpleɪər wəz ˈhæpi tə kætʃ ə bæs fɪʃ
the bass player was thrilled to catch a bass fish	ðə beɪs ˈpleɪər wəz θrɪld tə kætʃ ə bæs fɪʃ
the bass singer caught a bass during his fishing trip	ðə beɪs ˈsɪŋər kɔːt ə bæs ˈdjʊərɪŋ hɪz ˈfɪʃɪŋ trɪp
the bass drum echoed as the bass fish jumped in the lake	ðə beɪs drʌm ˈɛkəʊd æz ðə bæs fɪʃ dʒʌmpt ɪn ðə leɪk
the bass guitarist caught a bass during his break	ðə beɪs ɡɪˈtɑːrɪst kɔːt ə bæs ˈdjʊərɪŋ hɪz breɪk
the bass guitarist was excited to catch a bass	ðə beɪs ɡɪˈtɑːrɪst wəz ɪkˈsaɪtɪd tə kætʃ ə bæs
the bass guitarist was excited to catch a bass	ðə beɪs ɡɪˈtɑːrɪst wəz ɪkˈsʌɪtɪd tə kætʃ ə bæs
the bass notes echoed as the bass fish swam past	ðə beɪs nəʊts ˈɛkəʊd æz ðə bæs fɪʃ swæm pɑːst
the bass notes echoed as the bass fish swam away	ðə beɪs nəʊts ˈɛkəʊd əz ðə bæs fɪʃ swæm əˈweɪ
the bass notes filled the room as the bass fish swam by	ðə beɪs nəʊts fɪld ðə ruːm æz ðə bæs fɪʃ swæm baɪ
the bass notes filled the room as the bass fish swam away	ðə beɪs nəʊts fɪld ðə ruːm æz ðə bæs fɪʃ swæm əˈweɪ
the bass sound echoed as the bass fish swam by	ðə beɪs saʊnd ˈɛkəʊd æz ðə bæs fɪʃ swæm baɪ
the bass sound resonated as the bass fish swam by	ðə beɪs saʊnd ˈrɛzəneɪtɪd æz ðə bæs fɪʃ swæm baɪ
the bass sound filled the room as the bass fish swam away	ðə beɪs saʊnd fɪld ðə ruːm æz ðə bæs fɪʃ swæm əˈweɪ
the bass swam near the bass guitar on the shore	ðə beɪs swæm nɪər ðə beɪs ɡɪˈtɑːr ɒn ðə ʃɔːr
the bear could not bear the weight of the heavy box	ðə bɛər kʊd nɒt bɛər ðə weɪt əv ðə ˈhɛvi bɒks
the dove dove into the bushes	ðə dˈʌv doʊv ˈɪntuː ðə bˈʊʃɪz
the dove into the pool after spotting a dove in the tree	ðə daɪv ˈɪntə ðə puːl ˈɑːftər ˈspɒtɪŋ ə dʌv ɪn ðə triː
the dove gracefully flew past the dove-shaped cloud	ðə dʌv ˈɡreɪsfəli fluː pɑːst ðə dʌv-ʃeɪpt klaʊd
the dove into the water after the dove flew off	ðə dʌv ˈɪntə ðə ˈwɔːtər ˈɑːftər ðə dʌv fluː ɒf
the dove into the water after the dove flew by	ðə dʌv ˈɪntə ðə ˈwɔːtər ˈɑːftər ðə dʌv fluː baɪ
the dove into the water after the dove flew away	ðə dʌv ˈɪntə ðə ˈwɔːtər ˈɑːftər ðə dʌv fluː əˈweɪ
the dove into the water after the dove flew past	ðə dʌv ˈɪntə ðə ˈwɔːtər ˈɑːftər ðə dʌv fluː pɑːst
the dove into the lake after the dove flew off	ðə dʌv ˈɪntə ðə leɪk ˈɑːftər ðə dʌv fluː ɒf
the dove into the lake after the dove flew by	ðə dʌv ˈɪntə ðə leɪk ˈɑːftər ðə dʌv fluː baɪ
the dove into the lake after the dove flew away	ðə dʌv ˈɪntə ðə leɪk ˈɑːftər ðə dʌv fluː əˈweɪ
the dove into the lake after the dove flew past	ðə dʌv ˈɪntə ðə leɪk ˈɑːftər ðə dʌv fluː pæst
the dove into the pool after the dove flew by	ðə dʌv ˈɪntə ðə puːl ˈɑːftər ðə dʌv fluː baɪ
the dove into the pool after the dove flew away	ðə dʌv ˈɪntə ðə puːl ˈɑːftər ðə dʌv fluː əˈweɪ
the dove into the pool after the dove flew off	ðə dʌv ˈɪntə ðə puːl ˈɑːftər ðə dʌv fluː ɔːf
the dove into the pool after the dove flew past	ðə dʌv ˈɪntə ðə puːl ˈɑːftər ðə dʌv fluː pæst
the dove flew past the dove bar of soap	ðə dʌv fluː pɑːst ðə dʌv bɑːr əv səʊp
the farm was used to produce fresh produce for the market	ðə fɑːrm wəz juːzd tə prəˈdjuːs frɛʃ ˈprɒdjuːs fər ðə ˈmɑːrkɪt
the invalid argument was declared invalid by the judge	ðə ɪnˈvælɪd ˈɑːɡjʊmənt wəz dɪˈkleəd ɪnˈvælɪd baɪ ðə dʒʌdʒ
the invalid parking ticket was deemed invalid	ðə ɪnˈvælɪd ˈpɑːrkɪŋ ˈtɪkɪt wəz diːmd ˈɪnvəlɪd
the close family stayed close during the crisis	ðə kləʊs ˈfæmɪli steɪd kləʊs ˈdjʊərɪŋ ðə ˈkraɪsɪs
the close family stayed close during the storm	ðə kləʊs ˈfæmɪli steɪd kləʊs ˈdjʊərɪŋ ðə stɔːm
the close siblings stayed close during the reunion	ðə kləʊs ˈsɪblɪŋz steɪd kləʊs ˈdjʊərɪŋ ðə rɪˈjuːnɪən
the close friends remained close through thick and thin	ðə kləʊs frɛndz rɪˈmeɪnd kləʊs θruː θɪk ənd θɪn
the close friends remained close throughout the years	ðə kləʊs frɛndz rɪˈmeɪnd kləʊs θruːˈaʊt ðə jɪərz
the close friends remained close throughout their lives	ðə kləʊs frɛndz rɪˈmeɪnd kləʊs θruːˈaʊt ðɛə laɪvz
the close friends remained close throughout their lives	ðə kləʊs frɛndz rɪˈmeɪnd kləʊs θruːˈaʊt ðɛər laɪvz
the close friends remained close through thick and thin	ðə kləʊs frɛndz rɪˈmeɪnd kləʊs θruːθ ðɪk ənd θɪn
the close friends stood close to each other during the ceremony	ðə kləʊs frɛndz stʊd kləʊs tə iːtʃ ˈʌðər ˈdjʊərɪŋ ðə ˈsɛrəˌməʊni
the close race ended with the runners close to each other	ðə kləʊs reɪs ˈɛndɪd wɪð ðə ˈrʌnəz kləʊs tə iːtʃ ˈʌðər
the close door was too close to the wall	ðə kloʊz dɔːr wəz tuː kloʊs tə ðə wɔːl
the lead actor carried a lead weight for the scene	ðə liːd ˈæktər ˈkærid ə lɛd weɪt fɔːr ðə siːn
the lead actor forgot his lead prop backstage	ðə liːd ˈæktər fəˈɡɒt hɪz lɛd prɒp ˈbæksteɪdʒ
the lead actor forgot his lead shield on set	ðə liːd ˈæktər fəˈɡɒt hɪz lɛd ʃiːld ɒn sɛt
the lead actor forgot his lead pencil backstage	ðə liːd ˈæktər fərˈɡɒt hɪz lɛd ˈpɛnsəl ˈbæksteɪdʒ
the lead character carried a lead container in the scene	ðə liːd ˈkærɪktər ˈkærid ə lɛd kənˈteɪnər ɪn ðə siːn
the lead character carried a lead weight in the scene	ðə liːd ˈkærɪktər ˈkærid ə lɛd weɪt ɪn ðə siːn
the lead scientist used a lead pipe in the experiment	ðə liːd ˈsaɪəntɪst juːzd ə lɛd paɪp ɪn ði ɪkˈspɛrɪmənt
the lead role required him to carry a lead box	ðə liːd roʊl rɪˈkwaɪəd hɪm tə ˈkæri ə lɛd bɒks
the row of boats caused a row among the competitors	ðə roʊ əv boʊts kɔːzd ə raʊ əˈmʌŋ ðə kəmˈpɛtɪtərz
the tear in the fabric matched the tear in her eye	ðə tɪə ɪn ðə ˈfæbrɪk mætʃt ðə tɛə ɪn hɜːr aɪ
the tear in the fabric matched the tear in her soul	ðə tɪə ɪn ðə ˈfæbrɪk mætʃt ðə tɛə ɪn hɜːr səʊl
the tear in the curtain matched the tear in her heart	ðə tɪə ɪn ðə ˈkɜːtən mætʃt ðə tɛə ɪn hɜːr hɑːrt
the tear in the curtain matched the tear in her heart	ðə tɪə ɪn ðə ˈkɜːtɪn mætʃt ðə tɛə ɪn hɜːr hɑːrt
the tear in the curtain matched the tear in her heart	ðə tɪə ɪn ðə ˈkɜːtɪn mætʃt ðə tɛə ɪn hɜːr hɑːt
the tear in the painting matched the tear in her heart	ðə tɪə ɪn ðə ˈpeɪntɪŋ mætʃt ðə tɛə ɪn hɜːr hɑːrt
the tear in the painting matched the tear in her soul	ðə tɪə ɪn ðə ˈpeɪntɪŋ mætʃt ðə tɛə ɪn hɜːr səʊl
the tear in the paper matched the tear in her eye	ðə tɪə ɪn ðə ˈpeɪpər mætʃt ðə tɛə ɪn hɜːr aɪ
the tear in the paper matched the tear in her heart	ðə tɪə ɪn ðə ˈpeɪpər mætʃt ðə tɛə ɪn hɜːr hɑːrt
the tear in her eye matched the tear in her dress	ðə tɪə ɪn hɜːr aɪ mætʃt ðə tɛə ɪn hɜːr drɛs
the wound was caused by the wound rope	ðə waʊnd wəz kɔːzd baɪ ðə wuːnd roʊp
the wind blew hard as they tried to wind the kite string	ðə wɪnd bluː hɑːrd æz ðeɪ traɪd tə wɪnd ðə kaɪt strɪŋ
the wind howled as they tried to wind the old clock	ðə wɪnd haʊld æz ðeɪ traɪd tə wɪnd ði oʊld klɒk
the wind made it difficult to wind the old clock	ðə wɪnd meɪd ɪt ˈdɪfɪkəlt tə wɪnd ði oʊld klɒk
the wind made it hard to wind the clock properly	ðə wɪnd meɪd ɪt hɑːrd tə wɪnd ðə klɒk ˈprɒpərli
the wind made it impossible to wind the old clock	ðə wɪnd meɪd ɪt ɪmˈpɒsɪbəl tə wɪnd ði oʊld klɒk
the wind made it impossible to wind the old clock	ðə wɪnd meɪd ɪt ɪmˈpɒsɪbl tə wɪnd ði oʊld klɒk
the wind was too strong to wind the sail	ðə wɪnd wəz tuː strɒŋ tə waɪnd ðə seɪl
the wind was too strong to wind the kite properly	ðə wɪnd wəz tuː strɒŋ tə wɪnd ðə kaɪt ˈprɒpəli
the wind was too strong to wind the sail properly	ðə wɪnd wəz tuː strɒŋ tə wɪnd ðə seɪl ˈprɒpəli
the wound on his arm was from the wound cable	ðə wuːnd ɒn hɪz ɑːrm wəz frəm ðə wuːnd ˈkeɪbl
the wound on his arm was from the wound wire	ðə wuːnd ɒn hɪz ɑːrm wəz frəm ðə wuːnd ˈwaɪər
the wound on his arm was from the wound rope	ðə wuːnd ɒn hɪz ɑːrm wəz frəm ðə wuːnd roʊp
the wound on his arm was from the wound chain	ðə wuːnd ɒn hɪz ɑːrm wəz frəm ðə wuːnd tʃeɪn
the wound on his arm was from the wound wire	ðə wuːnd ɒn hɪz ɑːrm wəz frəm ðə wuːnd waɪər
the wound on his hand was from the wound cable	ðə wuːnd ɒn hɪz hænd wəz frəm ðə wuːnd ˈkeɪbl
the wound on his hand was from the wound rope	ðə wuːnd ɒn hɪz hænd wəz frəm ðə wuːnd roʊp
the wound on his hand was from the wound chain	ðə wuːnd ɒn hɪz hænd wəz frəm ðə wuːnd tʃeɪn
the wound on his hand was from the wound wire	ðə wuːnd ɒn hɪz hænd wəz frəm ðə wuːnd waɪər
the wound on his leg was from the wound cable	ðə wuːnd ɒn hɪz lɛɡ wəz frəm ðə wuːnd ˈkeɪbəl
the wound on his leg was from the wound rope	ðə wuːnd ɒn hɪz lɛɡ wəz frəm ðə wuːnd roʊp
the wound on his leg was from the wound chain	ðə wuːnd ɒn hɪz lɛɡ wəz frəm ðə wuːnd tʃeɪn
the wound on his leg was caused by the wound wire	ðə wuːnd ɒn hɪz lɛɡ wəz kɔːzd baɪ ðə wuːnd waɪər
the wound rope left a wound on his hand	ðə wuːnd roʊp lɛft ə wuːnd ɒn hɪz hænd
the object of the exercise was to object to the proposal	ði ˈɒbdʒɪkt əv ðə ˈɛksəsaɪz wəz tə əbˈdʒɛkt tə ðə prəˈpəʊzəl
the object of the exercise was to object to the proposal	ði ˈɒbdʒɪkt əv ðə ˈɛksəsaɪz wəz tə əbˈdʒɛkt tə ðə prəˈpəʊzl
the object of the lesson was to object to unfair practices	ði ˈɒbdʒɪkt əv ðə ˈlɛsən wəz tə əbˈdʒɛkt tə ʌnˈfɛə ˈpræktɪsɪz
the object of the meeting was to object to the plan	ði ˈɒbdʒɪkt əv ðə ˈmiːtɪŋ wəz tə əbˈdʒɛkt tə ðə plæn
the object of the debate was to object to the policy	ði ˈɒbdʒɪkt əv ðə dɪˈbeɪt wəz tə əbˈdʒɛkt tə ðə ˈpɒlɪsi
the object of the discussion was to object to the idea	ði ˈɒbdʒɪkt əv ðə dɪsˈkʌʃən wəz tə əbˈdʒɛkt tə ði aɪˈdɪə
the object of the game was to object to the opponent's moves	ði ˈɒbdʒɪkt əv ðə ɡeɪm wəz tə əbˈdʒɛkt tə ði əˈpəʊnənts muːvz
the object of the exercise was to object to the proposal	ði ˈɒbdʒɪkt əv ði ˈɛksəsaɪz wəz tə əbˈdʒɛkt tə ðə prəˈpəʊzəl
the alternate route became their alternate solution	ði ˈɔltɚnət _ _ _ ˈɔltɚˌneɪt _
the invalid argument was deemed invalid by the panel	ði ɪnˈvælɪd ˈɑːɡjʊmənt wəz diːmd ɪnˈvælɪd baɪ ðə ˈpænəl
the invalid argument was deemed invalid by the panel	ði ɪnˈvælɪd ˈɑːɡjʊmənt wəz diːmd ɪnˈvælɪd baɪ ðə ˈpænl
the invalid argument was ruled invalid by the committee	ði ɪnˈvælɪd ˈɑːɡjʊmənt wəz ruːld ɪnˈvælɪd baɪ ðə kəˈmɪti
the invalid ticket made the entry invalid for the event	ði ɪnˈvælɪd ˈtɪkɪt meɪd ðə ˈɛntri ɪnˈvælɪd fɔːr ði ɪˈvɛnt
the invalid decision was declared invalid by the court	ði ɪnˈvælɪd dɪˈsɪʒən wəz dɪˈklɛəd ɪnˈvælɪd baɪ ðə kɔːt
the invalid claim was deemed invalid by the council	ði ɪnˈvælɪd kleɪm wəz diːmd ɪnˈvælɪd baɪ ðə ˈkaʊnsəl
the invalid claim was declared invalid by the authority	ði ɪnˈvælɪd kleɪm wəz dɪˈklɛəd ɪnˈvælɪd baɪ ðə ɔːˈθɒrɪti
the invalid claim was declared invalid by the authority	ði ɪnˈvælɪd kleɪm wəz dɪˈklɛəd ɪnˈvælɪd baɪ ði ɔːˈθɒrɪti
the invalid claim was ruled invalid by the judge	ði ɪnˈvælɪd kleɪm wəz ruːld ɪnˈvælɪd baɪ ðə dʒʌdʒ
he decided to desert his friends in the desert	hi dɪˈsaɪdɪd tə dɪˈzɜːrt hɪz frɛndz ɪn ðə ˈdɛzərt
